ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,Sources,alt_translation1
XV000152,kgv,Godarung se dumang weinun.,,,The thunder is exploding again.,,,,SN000252,Fajaria Yarkuran,Guntur sudah bunyi lagi.
XV000153,kgv,Ma dunun karuok teya.,,,He has three male siblings.,,,,SN000253,Fajaria Yarkuran,Dia punya saudara tiga orang lakilaki.
XV000154,kgv,Sontom Pakpaka mahara duran parin.,,,People went to Fakfak to sell durian.,,,,SN000254,Fajaria Yarkuran,Orang dari Fakfak naik jual durian.
XV000155,kgv,In bo warkin ba erun durcien.,,,We want to go fishing but our canoe has a hole.,,,,SN000256,Fajaria Yarkuran,Kitong mau pi pancing tapi perahu berlubang.
XV000156,kgv,Naman erat durma pokpokat diratkin.,,,My husband pierced the canoe to install a pokpok-motor.,,,,SN000257,Fajaria Yarkuran,Saya pu laki lubang perahu mau pasang pokpok.
XV000157,kgv,Mu muapkuar eba metko mu muap.,,,They cooked and then they ate.,,,,SN000260,Fajaria Yarkuran,Dorang masak makanan baru dorang makan.
XV000158,kgv,Nar o narta ba merunggo ma loi koyeret.,,,"Just eat, eat so that it's finished quickly.",,,,SN000261,conv13 166.1,"Makan oh, makan supaya dia cepat habis."
XV000159,kgv,Tumun yumene ecuan.,,,That child is crying.,,,,SN000263,Fajaria Yarkuran,Anak itu menangis.
XV000160,kgv,Rorcat sanggarei!,ror\t-ca\t=at\tsanggar\t-ei\t!,tree; wood\t2sg.poss\t=OBJ\tsearch\tIMP\t,Search for your plank!,,,,SN000265,narr7 5.1,Kau cari kau pu kayu!
XV000161,kgv,Kokok eir naunatuka.,,,Two chickens are picking each other.,,,,SN000266,Fajaria Yarkuran,Ayam dua ekor baku tetok.
XV000162,kgv,Bilal esuna eirukte yar kajie.,,,Bilal's father bends down to pick up stones.,,,,SN000267,Fajaria Yarkuran,Bilal pu bapa tunduk pilih batu.
XV000163,kgv,Ka tok kokoat eisteǃ,,,You expell the chicken first!,,,,SN000268,Fajaria Yarkuran,Kau usir ayam dulu!
XV000164,kgv,Ma me sontum eksueren. Ma don kuek.,,,He is a thief. He steals stuff.,,,,SN000270,Fajaria Yarkuran,Dia pencuri. Dia curi barang.
XV000165,kgv,Mu Hawabon Darfinbon yuol karuonat paruo elat parapara.,,,"They are organising Hawa and Darfin's third day, (they are) extending a mat.",,,,SN000271,Fajaria Yarkuran,Mereka bikin Hawa dan Darfin pu tiga hari alas tikar lebar.
XV000166,kgv,An bara elak yumengga pasier jie.,,,I go down there to get seawater.,,,,SN000272,Fajaria Yarkuran,Saya turun di bawa itu timba air garam.
XV000167,kgv,Ema anggon se somin an tok cicaun.,,,My mother died when I was small.,,,,SN000279,Fajaria Yarkuran,Saya pu mama su meninggal saya masih kecil.
XV000168,kgv,Ema anggon cauna Walakangga bara.,,,My aunt went to Gorom.,,,,SN000281,Fajaria Yarkuran,Saya punya mama adik turun dari Gorom.
XV000169,kgv,Ema temun kadenun lalang.,,,Aunt has a fever.,,,,SN000282,Fajaria Yarkuran,Mama tua pu badan panas.
XV000170,kgv,Emguguk ewa met me sontoma kaborkoin.,,,"The ""puke bird"" calls, someone will become pregnant.",,,,SN000283,Fajaria Yarkuran,Burung muntahmuntah suara itu tanda orang mau hamil.
XV000171,kgv,"Rehan kaborun luamda, ma emguk.",,,"Rehan is sick in the stomach, he vomits.",,,,SN000284,Fajaria Yarkuran,Rehan pu poro bagaru dia munta.
XV000172,kgv,Emnem ime nebara paruo? Sorara paruo.,,,What is that woman doing? She's making fish.,,,,SN000286,Fajaria Yarkuran,Nenek itu bikin apa? Bikin ikan.
XV000173,kgv,Emumur yume melalu garung deba.,,,Those women just sit chatting,,,,SN000288,Fajaria Yarkuran,Ibu-ibu itu duduk cerita saja.
XV000174,kgv,Lempuang Emun,,,Big Island,,,,SN000290,Fajaria Yarkuran,Pulau Besar (Pulau Kasuari)
XV000175,kgv,Emnemtumun kadenun temun eba ma iren.,,,That child is big and white.,,,,SN000293,Fajaria Yarkuran,Anak kecil itu dia gemuk baru dia putih.
XV000176,kgv,Tol emun mu borani distrika mara eba in epka mara.,,,"Tol's mother and family went to the mainland first, we went last.",,,,SN000295,Fajaria Yarkuran,"Tol pu mama dong pigi duluan di distrik, kitong dari belakang."
XV000177,kgv,Naman mua epko owa? Urkia mu ba.,,,Whoe's that in the back there? Urkia and associates.,,,,SN000297,Fajaria Yarkuran,Siapa dorang yang di belakang sana? Urkia dorang.
XV000178,kgv,Dela mu keweungga era.,,,Dela and family are going up to their house.,,,,SN000299,Fajaria Yarkuran,Dela dorang naik di dorang pu rumah.
XV000179,kgv,Elteng me me gareni wiekerungga sara.,,,That snake is slithering up the tree.,,,,SN000302,Fajaria Yarkuran,Ular itu merayap di atas pohon mangga.
XV000180,kgv,Naman mua eruapta ime? Tumtum ma nautu.,,,Who's that crying? Those kids are hitting each other.,,,,SN000303,Fajaria Yarkuran,Siapa dong yang menangis itu? Anak-anak yang baku pukul.
XV000181,kgv,Nabil esun mua esjie di sorkoin.,,,Nabil's father and associates are getting ice to put on fish.,,,,SN000304,Fajaria Yarkuran,Nabil pu bapak dong beli es mau taruh di ikan.
XV000182,kgv,Esa he Pakpaka mahara.,,,Father has come back from Fakfak.,,,,SN000305,Fajaria Yarkuran,Bapak su pulang dari Fakfak.
XV000183,kgv,Esa caun pitis di an ripi purap.,,,"Uncle gave me money, fifty thousand rupiah.",,,,SN000306,Fajaria Yarkuran,Bapak kecil kasi saya uang lima pulu ribu.
XV000184,kgv,Esa temun ladanat jieni ma.,,,Uncle bought a shirt for him.,,,,SN000308,Fajaria Yarkuran,Bapak tua beli baju kasi dia.
XV000185,kgv,"Esie, mat ture weinun.",,,"Yes, hit him again.",,,,SN000309,Fajaria Yarkuran,"Iyo, pukul dia lagi."
XV000186,kgv,"Esnem me ma he kuatnin, ma he tua.",,,"That old man isn't strong anymore, he's old.",,,,SN000312,Fajaria Yarkuran,"Tete itu su tara kuat, dia su tua."
XV000187,kgv,Esnemtumun me he marmar.,,,That small boy already walks.,,,,SN000313,Fajaria Yarkuran,Anak kecil itu suda jalan.
XV000188,kgv,Binkur esun bo etpawan deba.,,,Binkur's father goes to put planks on his canoe.,,,,SN000314,Fajaria Yarkuran,Binkur pu bapak pi papan perahu.
XV000189,kgv,Pakpaet opa me he bot?,pakpa\t-et\topa\tme\the\tbo\t-t\t?,Fakfak (town)\tperson\tANA\tTOP\tiam\tgo\tT\t,Did those people from Fakfak already leave?,,,,SN000316,conv19 50.1,Orang Fakfak tadi su berangkat?
XV000190,kgv,An tok nakalanat sisiret.,an\ttok\tnakal\t-an\t=at\tsisir\t=et\t.,1SG\tyet; still; first\thead\t1SG.POSS\t=OBJ\tcomb\t=IRR\t,I'll comb my hear first.,,,,SN000317,,Saya sisir saya pu rambut dulu.
XV000191,kgv,Lusi eun metko.,,,There's an eagle's nest there.,,,,SN000320,Fajaria Yarkuran,Sarang elang di situ.
XV000192,kgv,Kahamin goras se ewasawe.,,,The crow talks too much.,,,,SN000321,Fajaria Yarkuran,Burung gaga bicara terlalu.
XV000193,kgv,Naman mua sayang na ewaromca taluk.,,,"Who ate the nutmeg, your drool comes out.",,,,SN000322,Fajaria Yarkuran,Siapa dorang makan pala kau pu air gember keluar.
XV000194,kgv,Sayang me ewuna he sa.,,,That nutmeg's base is already dry.,,,,SN000325,Fajaria Yarkuran,Pala itu dia pu pohon yang su kering.
XV000195,kgv,Maimai olunat fakurat.,,,The bugs destroyed the leaves.,,,,SN000326,Fajaria Yarkuran,Maimai kasih rusak daun.
XV000196,kgv,Yuol me sorat fakurat.,,,That day there was a lot of fish.,,,,SN000327,Fajaria Yarkuran,Hari itu ikan banyak.
XV000197,kgv,"Mu me fam Yarkuran, Yorre ge.",,,"They are Yarkurans, not Yorres.",,,,SN000328,Fajaria Yarkuran,"Mereka marga Yarkuran, bukan Yorre."
XV000198,kgv,In sontum Bugiskonggara farlak pawanggi kosalir.,,,We exchanged tarpauling with planks with Buginese.,,,,SN000329,Fajaria Yarkuran,Kitong tukar tarapal di orang Bugis dengan papan.
XV000199,kgv,Pi Gowienggo me fikfika ewaet me era luin.,,,When we're at Tana Besar and the palm cockatoo calls a canoe will come.,,,,SN000332,Fajaria Yarkuran,Kita di Tana Besar kakatua raja suara perahu mau datang.
XV000200,kgv,Somkona oskol owangga filoit.,,,Someone is whistling on the edge of the beach over there.,,,,SN000333,Fajaria Yarkuran,Satu orang filoit di ujung pasir.
XV000201,kgv,Emumur owane melalu sanonggara gaim.,,,The women over there sit sewing a leaf roof.,,,,SN000336,Fajaria Yarkuran,Ibu-ibu di sana duduk jahit atap.
XV000202,kgv,Wiseme mu bo gainkajie kuarte na.,,,"Before, they went to pick mangosteen to cook and eat.",,,,SN000337,Fajaria Yarkuran,Dulu itu dorang pili buah manggi-manggi masak makan.
XV000203,kgv,Mama Moktar esun galasie reba.,,,Uncle Moktar's father is spear-sharpening.,,,,SN000338,Fajaria Yarkuran,Om Moktar pu bapa gosok dia pu tombak.
XV000204,kgv,"Wie he galip, ma he puskin.",,,"The manggo is budding, it wants to flower.",,,,SN000339,Fajaria Yarkuran,"Mangga suda tunas, dia su mau bunga."
XV000205,kgv,Bakul karuogan sor neko.,bakul\tkaruo\t-gan\tsor\tneko\t.,basket\tthree\tall\tfish\tinside\t,In all three baskets is fish.,,,,SN000342,stim2_4,Semua tiga bakul ada ikan di dalam.
XV000206,kgv,Duran naona ganggangda owa.,,,One durian fruit is hanging there.,,,,SN000344,Fajaria Yarkuran,Durian satu buah yang gantung sana.
XV000207,kgv,Nabil esun sorara ganggie.,,,Nabil's father lifts a fish.,,,,SN000345,Fajaria Yarkuran,Nabil pu bapa angkat ikan.
XV000208,kgv,Alam esun gantor distrik owa karajang.,,,Alam's father works on the mainland overthere.,,,,SN000346,Fajaria Yarkuran,Alam pu bapak kerja di kantor distrik.
XV000209,kgv,Fikria gareni kalotnerga ra.,,,Fikri crawls into the room.,,,,SN000348,Fajaria Yarkuran,Fikri merayap masuk di kamar.
XV000210,kgv,Tumtum waruo perat gareori koyet.,,,The kids are done bathing while pouring water.,,,,SN000349,Fajaria Yarkuran,Anak-anak mandi tumpah air habis.
XV000211,kgv,Esmumur melalu garung.,,,The men sit chatting.,,,,SN000352,Fajaria Yarkuran,Bapak-bapak duduk cerita.
XV000212,kgv,An gousat repte minggi kiemparuo.,,,I'm getting bamboo to make a basket with.,,,,SN000353,Fajaria Yarkuran,Saya ambil bambu bikin keranjang.
XV000213,kgv,Ma gawaruna ning.,,,He has ill lungs.,,,,SN000354,Fajaria Yarkuran,Dia pu paru-paru sakit.
XV000214,kgv,Bala balkahamanat gawar.,,,The dog smells the dog's ass.,,,,SN000356,Fajaria Yarkuran,Anjing cium anjing pu pantat.
XV000215,kgv,Ruslan emun mu bo Kamburga gayamkajie.,,,Ruslan's mother and family go to pick Tahitian chestnuts at Kambur.,,,,SN000359,Fajaria Yarkuran,Ruslan pu mama dong pi pili gayang di Kambur.
XV000216,kgv,"Anba ge, ma im met potma.",,,"Not me, he cut that banana.",,,,SN000360,Fajaria Yarkuran,"Saya tidak, dia yang potong pisang itu."
XV000217,kgv,"Ka wanggara jie? Ge o, pasarga.",,,"did you get (it) from here? No, from the market.",,,,SN000360,Fajaria Yarkuran,"Kau ambil dari sini? Tidak o, dari pasar."
XV000218,kgv,"""Ka nebara paruotkin?"" ""Ge mera an muap teba.""","""\tka\tneba\t=at\t=a\tparuo\t-t\t=kin\t?""\t""\tge\tmera\tan\tmuap\t=teba\t.""",\t2SG\twhat\t=OBJ\t=FOC\tdo; make\tT\t=VOL\t\t\tnot; no\tthen\t1SG\teat\t=PROG\t,"""What are you doing?"" ""Nothing, I'm eating.""",,,,SN000361,conv10 48.1,"""Kau mau bikin apa?"" ""Tarada, saya makan."""
XV000219,kgv,In melalu garunga ba an se gelem.,,,We sit talking but I'm already yawning.,,,,SN000366,Fajaria Yarkuran,Kita duduk cerita tapi saya su menguap.
XV000220,kgv,Pep me gelemun mambon.,,,Pigs have tusks.,,,,SN000368,Fajaria Yarkuran,Babi itu dia pu taring ada.
XV000221,kgv,Mustafa esun belekbon botalbonat manggangda. Ur koura ma genggalong.,,,Mustafa's father has hung up cans and bottles. When the wind blows it makes a noise.,,,,SN000370,Fajaria Yarkuran,Mustafa pu bapak gantung kaleng dan botol. Angin tiup dia bunyi.
XV000222,kgv,"Faris emun mat tura, ma genggueng.",,,"Faris's mother hits him, he screams.",,,,SN000371,Fajaria Yarkuran,"Faris dia pu mama pukul dia, dia berteriak."
XV000223,kgv,Alunbon Jikribon mu bo geries emunara dedesiwaruo.,,,Alun and Jikri go make a trap for scrubfowls.,,,,SN000372,Fajaria Yarkuran,Alun dan Jikri dorang dua bikin jerat burung gosong.
XV000224,kgv,Namana kat gerket?,,,Who asked you?,,,,SN000373,Fajaria Yarkuran,Siapa yang tanya kau?
XV000225,kgv,"Mu kai tarim polun nanet, get me mu kariat maouet.",,,"They drink nutmeg sap medicine, if not they throw up blood.",,,,SN000375,Fajaria Yarkuran,"Dong minum obat tewer pala hutan, kalo tidak dong muntah darah."
XV000226,kgv,Ma ladanun giartenara sabur.,,,He's wearing his new shirt.,,,,SN000376,Fajaria Yarkuran,Dia pakai dia pu baju baru.
XV000227,kgv,Giarun mu lukta mu tok sontumat komahal.,,,First time they came they didn't know people yet.,,,,SN000377,Fajaria Yarkuran,Pertama kali dorang datang dong belum tahu orang.
XV000228,kgv,Rehan gierun tur ba giartena kos.,,,Rehan's tooth fell out but a new one grows.,,,,SN000378,Fajaria Yarkuran,Rehan pu gigi jatu tapi tumbu baru.
XV000229,kgv,Ma gierkawierun bengkak.,,,His gums are swollen.,,,,SN000379,Fajaria Yarkuran,Dia pu tutang gigi bengkak.
XV000230,kgv,An gigiwangan se gosomin.,,,I lost my earrings.,,,,SN000380,Fajaria Yarkuran,Saya pu anting su hilang.
XV000231,kgv,Mu bo arkin ba ginana saerak.,,,They want to go diving but they don't have a diving mask.,,,,SN000381,Fajaria Yarkuran,Dong mau pi menyelam tapi kaca menyelam tidak ada.
XV000232,kgv,Yuol wa me go he girgir lampur tok yuolnin.,,,"This day, it was already late afternoon but the lamps weren't lighted.",,,,SN000382,Fajaria Yarkuran,Hari ini su sore lampu belum menyala.
XV000233,kgv,Burhan mu girawarat oskol owatko kawaya.,,,Burhan and his friends planted a girawar tree at the edge of the beach over there.,,,,SN000383,Fajaria Yarkuran,Burhan dorang tanam pohon waru di ujung pasir sana.
XV000234,kgv,Ma pas met gerket. Emun-esun sukaungge ma mat girgir.,,,"He asked that woman. His aunts and uncles didn't agree, (so) he ran away with her.",,,,SN000384,Fajaria Yarkuran,Dia tanya perempuan itu. Dia pu mama-bapa tidak mau dia bawa lari dia.
XV000235,kgv,Eba go ginggir giringgining se ewa.,,,In the late afternoon the bee-eater calls.,,,,SN000385,Fajaria Yarkuran,Mulai sore serangga kecil mulai suara.
XV000236,kgv,Goun yarnener ba goun rasa.,,,He has a place on the stones but it is a good place.,,,,SN000386,narr44 349.1,Dia pu tempat batu-batu tapi dia pu tempat bagus.
XV000237,kgv,Go saun in garung deba.,,,In the evening we chat.,,,,SN000387,Fajaria Yarkuran,Malam kita cerita.
XV000238,kgv,An minda go dungda an parar.,an\tmin\t-da\tgo\tdung\t=da\tan\tparar\t.,1SG\tsleep\tNFIN\tcondition\t\t=NFIN\t1SG\twake.up\t,"I slept until morning, then I got up.",,,,SN000388,Fajaria Yarkuran,Saya tidur suda pagi saya bangun.
XV000239,kgv,Go ginggirta kalis se our.,go\tginggir\t=ta\tkalis\tse\tour\t.,condition\tafternoon\t=NFIN\train\tiam\tfall\t,In the late afternoon it rained.,,,,SN000389,Fajaria Yarkuran,Mulai sore su hujan.
XV000240,kgv,An dodonara masatkin ba go git git.,an\tdodon\t=ar\t=a\tmasa\t-t\t=kin\tba\tgo\tgit\t-[...]\t.,1SG\tthings; clothes\t=OBJ\t=FOC\tdry in the sun\tT\t=VOL\tbut\tcondition\tshadow\tRED\t,I want to dry clothes but it's cloudy.,,,,SN000390,Fajaria Yarkuran,Saya mau jemur pakaian tapi mendung.
XV000241,kgv,Yuon darukta go kerkap.,yuon\tdaruk\t=ta\tgo kerkap\t.,sun\t\t=NFIN\tdusk\t,"The sun is going down, it's dusk.",,,,SN000391,Fajaria Yarkuran,Matahari turun suda senja.
XV000242,kgv,Mu bo go saerak tua reba.,mu\tbo\tgo\tsaerak\ttua\treba\t.,3PL\tgo\tplace\tneg.ext; empty\tlive\tPROG\t,They go live in an empty place.,,,,SN000392,Fajaria Yarkuran,Dong pi tinggal di tempat kosong.
XV000243,kgv,Go saun kalis our.,go\tsaun\tkalis\tour\t.,condition\tnight\train\tfall\t,At night it rained.,,,,SN000393,Fajaria Yarkuran,Malam hujan turun.
XV000244,kgv,"Wis kalis ourta, opa yua go sir.","wis\tkalis\tour\t=ta\t,\topa yuwa\tgo\tsir\t.",yesterday\train\tfall\t=NFIN\t\ttoday\tcondition\tclear\t,"Yesterday it rained, today the weather is clear.",,,,SN000394,Fajaria Yarkuran,"Kemarin hujan, sekarang terang."
XV000245,kgv,"Ikon tok lenggo, bo goyuolte eba mu yecie.","ikon\ttok\tleng\t-go\t,\tbo\tgo\tyuol\t=te\teba\tmu\tyecie\t.",some\tyet; still; first\tvillage; place\tLOC\t\tgo\tcondition\tday\t=NFIN\tthen\t3PL\treturn\t,Some are still in the village. In the afternoon they will return.,,,,SN000395,Fajaria Yarkuran,Separuh masih di kampung. Sampai siang baru dong kembali.
XV000246,kgv,Burhan mu distrik owa gocie.,,,Burhan and his friends live on the mainland over there.,,,,SN000397,Fajaria Yarkuran,Burhan dong tinggal di distrik.
XV000247,kgv,Godarunga he durmang go gitgit.,,,"The thunder rumbles, it's getting cloudy.",,,,SN000398,Fajaria Yarkuran,Guntur suda bunyi su mau lagi mendungdung.
XV000248,kgv,Opa saun godelep.,,,Yesterday night there was lightning.,,,,SN000399,Fajaria Yarkuran,Tadi malam kilat menyala.
XV000249,kgv,Mu gogit olunat parua kuar.,,,They are picking gogit leaves to cook.,,,,SN000400,Fajaria Yarkuran,Dong petik mengkudu baru masak.
XV000250,kgv,An kewe mulunat kabara.,,,I'm sweeping next to the house.,,,,SN000401,Fajaria Yarkuran,Saya menyapu pinggir rumah.
XV000251,kgv,Ka Kalamangmang he gonggin?,,,Do you know the Kalamang language yet?,,,,SN000405,Fajaria Yarkuran,Kamu su mengerti bahasa Kalamang?
XV000252,kgv,In tok tumtum gonggung yecie.,,,We call the kids to return.,,,,SN000407,Fajaria Yarkuran,Kita panggil anak pulang dulu.
XV000253,kgv,Goni met kuru mei ba osat payiemet.,,,Bring that sack and fill it with sand.,,,,SN000408,Fajaria Yarkuran,Bawa datang karung itu isi pasir.
XV000254,kgv,Goparar yua he kap.,,,This wall is rotten.,,,,SN000409,Fajaria Yarkuran,Dinding ini su lapuk.
XV000255,kgv,Rak yume di goraruo maraouk.,,,Place that rack in the light.,,,,SN000411,Fajaria Yarkuran,Taru lemari itu di terang.
XV000256,kgv,Goras yume eunara wat kerunggo paruo.,,,That crow is making a nest in the coconut.,,,,SN000412,Fajaria Yarkuran,Burung gagak itu bikin sarang di pohon kelapa.
XV000257,kgv,Ka kuskapte nain goraskap.,,,You are black like a crow.,,,,SN000412,Fajaria Yarkuran,Kamu hitam seperti burung gagak.
XV000258,kgv,Pulkayak ime gorun kinkinin.,,,That papaya has a stalk that doesn't hold.,,,,SN000416,Fajaria Yarkuran,Pepaya itu dia pu tangkai tidak pegang.
XV000259,kgv,Gos me arun temun eba ririn.,,,That gos-plant is big and tall.,,,,SN000417,Fajaria Yarkuran,Gufasal pantai itu pohon besar baru tinggi.
XV000260,kgv,Tasan he gosomin.,,,My bag has disappeared.,,,,SN000419,Fajaria Yarkuran,Saya punya tas sudah hilang.
XV000261,kgv,An bo gousat repte kiemat paruo.,,,I'm going to get bamboo to make a basket.,,,,SN000420,Fajaria Yarkuran,Saya pi ambil bambu bikin keranjang.
XV000262,kgv,Ruslan emun mu Gowienggo.,,,Ruslan's mother and family are at Gowien.,,,,SN000421,Fajaria Yarkuran,Ruslan pu mama dong di Tanah Besar.
XV000263,kgv,Gowienkier eun owatko.,,,There's a wasp nest over there.,,,,SN000422,Fajaria Yarkuran,Sarang tewan di sana.
XV000264,kgv,Don arta ma guanggarien.,,,"Something made a sound, he looked around.",,,,SN000426,Fajaria Yarkuran,Barang bunyi dia lihatlihat sekeliling.
XV000265,kgv,Utunca yume guarten.,,,That man from Buton is light-skinned.,,,,SN000428,Fajaria Yarkuran,Lakilaki Buton itu buleh.
XV000266,kgv,Mu gulasat per neko keit.,,,They are keeping an eel in water.,,,,SN000429,Fajaria Yarkuran,Dorang piara belut di dalam air.
XV000267,kgv,An gulasiat paningde minggi sor kuarkin.,,,"I'm asking for galangal, I want to cook fish with that.",,,,SN000430,Fajaria Yarkuran,Saya minta langkuas mau masak ikan.
XV000268,kgv,Guru-guru boi koyet libur.,,,"All the teachers are gone, (the kids are) free.",,,,SN000432,Fajaria Yarkuran,Guru-guru pergi semua habis libur.
XV000269,kgv,Wiseme mu gusigia perjie.,,,"Before, they fetched water with a spoon.",,,,SN000433,Fajaria Yarkuran,Dulu mereka timba air paki guci.
XV000270,kgv,Nauwar som gosominda me haidak?,,,Is it the news that someone disappeared true?,,,,SN000438,Fajaria Yarkuran,Kabar orang hilang itu betul?
XV000271,kgv,Darfin muara halar.,,,(We) married Darfin and his wife.,,,,SN000440,Fajaria Yarkuran,Nika Darfin dorang.
